spanishrevoution	14.0	null	acampadasol	638.0	null	0.173148024906
spanishrevoution	14.0	null	democraciarealya	500.0	null	0.135031132863
spanishrevoution	14.0	null	nolesvotes	634.0	null	0.172164438606
spanishrevoution	14.0	null	nonosvamos	758.0	null	0.200101024842
ppsoe	36.0	null	spanishrevolution	550.0	null	0.297640737539
ppsoe	36.0	null	acampadasol	638.0	null	0.320852098552
ppsoe	36.0	null	yeswecamp	164.0	null	0.108401084011
ppsoe	36.0	null	nolesvotes	634.0	null	0.41226537692
ppsoe	36.0	null	nonosvamos	758.0	null	0.405554167696
acampadaalicante	12.0	null	acampadasol	638.0	null	0.149040445358
votoutil	18.0	null	nolesvotes	634.0	null	0.20613268846
votoutil	18.0	null	nonosvamos	758.0	null	0.262005860933
spainrevolution	26.0	null	acampadasol	638.0	null	0.269959384916
spainrevolution	26.0	null	democraciarealya	500.0	null	0.0601612994007
spainrevolution	26.0	null	nolesvotes	634.0	null	0.208694522372
spainrevolution	26.0	null	nonosvamos	758.0	null	0.320440867318
sinmiedo	8.0	null	spanishrevolution	550.0	null	0.0624185151601
sinmiedo	8.0	null	acampadasol	638.0	null	0.0856298761739
sinmiedo	8.0	null	nonosvamos	758.0	null	0.11258287611
psoe	16.0	null	nolesvotes	634.0	null	0.193047373884
psoe	16.0	null	nonosvamos	758.0	null	0.22098396012
opvdevotaciones	10.0	null	spanishrevolution	550.0	null	0.0973158696194
opvdevotaciones	10.0	null	democraciarealya	500.0	null	0.0824103385896
spanishrevolution	550.0	null	anonymous	10.0	null	0.0973158696194
spanishrevolution	550.0	null	rubalcaba	16.0	null	0.12483703032
spanishrevolution	550.0	null	acampaasol	14.0	null	0.149936663893
spanishrevolution	550.0	null	votaotros	10.0	null	0.0973158696194
spanishrevolution	550.0	null	acampadapalma	26.0	null	0.11978342352
spanishrevolution	550.0	null	acampadasol	638.0	null	6.77163808315
spanishrevolution	550.0	null	acamapadasol	10.0	null	0.0973158696194
spanishrevolution	550.0	null	22m	10.0	null	0.0973158696194
spanishrevolution	550.0	null	acampadabcn	40.0	null	0.314118037641
spanishrevolution	550.0	null	democraciarealya	500.0	null	5.34753851322
spanishrevolution	550.0	null	democraciareal	32.0	null	0.341639198342
spanishrevolution	550.0	null	spain	6.0	null	0.0174280003331
spanishrevolution	550.0	null	15mani	38.0	null	0.306096294395
spanishrevolution	550.0	null	yeswecamp	164.0	null	1.55884004523
spanishrevolution	550.0	null	nolesvotes	634.0	null	6.68965787726
spanishrevolution	550.0	null	redefinamonos	8.0	null	0.0624185151601
spanishrevolution	550.0	null	paperstorm	10.0	null	0.0973158696194
spanishrevolution	550.0	null	europeanrevolution	14.0	null	0.0830711597635
spanishrevolution	550.0	null	acampadacc	8.0	null	0.0624185151601
spanishrevolution	550.0	null	yonopago	14.0	null	0.149936663893
spanishrevolution	550.0	null	acampadapamplona	14.0	null	0.149936663893
spanishrevolution	550.0	null	nonosvamos	758.0	null	7.04208150121
spanishrevolution	550.0	null	acampadagranada	8.0	null	0.0624185151601
spanishrevolution	550.0	null	leysinde	14.0	null	0.149936663893
spanishrevolution	550.0	null	acampadavalencia	20.0	null	0.20571695363
spanishrevolution	550.0	null	acampadasalamanca	12.0	null	0.125829084344
spanishrevolution	550.0	null	15m	124.0	null	1.32690937687
spanishrevolution	550.0	null	acampadacaceres	8.0	null	0.0624185151601
spanishrevolution	550.0	null	botalos	14.0	null	0.149936663893
anonymous	10.0	null	democraciarealya	500.0	null	0.0824103385896
acampadalugo	4.0	null	nonosvamos	758.0	null	0.00418179209872
acampadamurcia	12.0	null	nolesvotes	634.0	null	0.0793115500922
mayoespañol	16.0	null	nonosvamos	758.0	null	0.22098396012
reacciona	6.0	null	acampadasol	638.0	null	0.040639361347
reacciona	6.0	null	nolesvotes	634.0	null	0.0396557750461
rubalcaba	16.0	null	acampadasol	638.0	null	0.171259752348
rubalcaba	16.0	null	nolesvotes	634.0	null	0.169292579746
rubalcaba	16.0	null	nonosvamos	758.0	null	0.225165752219
acampaasol	14.0	null	nolesvotes	634.0	null	0.172164438606
acampaasol	14.0	null	nonosvamos	758.0	null	0.200101024842
acampadabruselas	10.0	null	acampadasol	638.0	null	0.0242522932448
acampadabruselas	10.0	null	nolesvotes	634.0	null	0.119543644332
votaotros	10.0	null	acampadasol	638.0	null	0.120527230633
votaotros	10.0	null	nolesvotes	634.0	null	0.119543644332
noticias	4.0	null	nonosvamos	758.0	null	0.00418179209872
iberoamericadice	6.0	null	democraciarealya	500.0	null	0.00252246930329
acampadapalma	26.0	null	acampadasol	638.0	null	0.269959384916
acampadapalma	26.0	null	democraciarealya	500.0	null	0.0601612994007
acampadapalma	26.0	null	nolesvotes	634.0	null	0.268975798615
acampadapalma	26.0	null	nonosvamos	758.0	null	0.375302194969
acampadasol	638.0	null	internet	6.0	null	0.040639361347
acampadasol	638.0	null	acamapadasol	10.0	null	0.120527230633
acampadasol	638.0	null	votameami	32.0	null	0.391861173003
acampadasol	638.0	null	22m	10.0	null	0.120527230633
acampadasol	638.0	null	sol	8.0	null	0.0856298761739
acampadasol	638.0	null	acampadabcn	40.0	null	0.42814938087
acampadasol	638.0	null	democraciarealya	500.0	null	6.11958362194
acampadasol	638.0	null	denunciapsoe	6.0	null	0.040639361347
acampadasol	638.0	null	acampadacoruña	32.0	null	0.391861173003
acampadasol	638.0	null	acampadasevilla	36.0	null	0.320852098552
acampadasol	638.0	null	15mani	38.0	null	0.472488006643
acampadasol	638.0	null	yeswecamp	164.0	null	1.78983093211
acampadasol	638.0	null	nolesvotes	634.0	null	6.18035873752
acampadasol	638.0	null	redefinamonos	8.0	null	0.0856298761739
acampadasol	638.0	null	noelsvotis	6.0	null	0.040639361347
acampadasol	638.0	null	europeanrevolution	14.0	null	0.173148024906
acampadasol	638.0	null	nonosvamos	758.0	null	9.41557859183
acampadasol	638.0	null	acampadasalamanca	12.0	null	0.149040445358
acampadasol	638.0	null	15m	124.0	null	1.36136800404
internet	6.0	null	nonosvamos	758.0	null	0.0675923612826
acamapadasol	10.0	null	nolesvotes	634.0	null	0.119543644332
acamapadasol	10.0	null	nonosvamos	758.0	null	0.0781582931161
votameami	32.0	null	democraciarealya	500.0	null	0.277510496872
votameami	32.0	null	nonosvamos	758.0	null	0.47272017281
jg	16.0	null	nonosvamos	758.0	null	0.22098396012
22m	10.0	null	nolesvotes	634.0	null	0.0222851206431
sol	8.0	null	democraciarealya	500.0	null	0.0475129841303
sol	8.0	null	nonosvamos	758.0	null	0.00836358419744
acampadabcn	40.0	null	democraciarealya	500.0	null	0.381622845201
acampadabcn	40.0	null	yeswecamp	164.0	null	0.124878384113
acampadabcn	40.0	null	nolesvotes	634.0	null	0.224178469199
acampadabcn	40.0	null	nonosvamos	758.0	null	0.511762629159
acampadabcn	40.0	null	15m	124.0	null	0.0811541896167
democraciarealya	500.0	null	denunciapsoe	6.0	null	0.00252246930329
democraciarealya	500.0	null	acampadacoruña	32.0	null	0.277510496872
democraciarealya	500.0	null	democraciareal	32.0	null	0.264315152152
democraciarealya	500.0	null	15mani	38.0	null	0.297554381375
democraciarealya	500.0	null	yeswecamp	164.0	null	1.50889219817
democraciarealya	500.0	null	nolesvotes	634.0	null	5.82953797047
democraciarealya	500.0	null	paperstorm	10.0	null	0.0824103385896
democraciarealya	500.0	null	europeanrevolution	14.0	null	0.135031132863
democraciarealya	500.0	null	cuba	6.0	null	0.00252246930329
democraciarealya	500.0	null	acampadacc	8.0	null	0.0475129841303
democraciarealya	500.0	null	nonosvamos	758.0	null	7.13802095066
democraciarealya	500.0	null	acampadagranada	8.0	null	0.0475129841303
democraciarealya	500.0	null	espana	6.0	null	0.00252246930329
democraciarealya	500.0	null	acampadavalencia	20.0	null	0.0569993082172
democraciarealya	500.0	null	15m	124.0	null	1.2028228367
democraciarealya	500.0	null	acampadacaceres	8.0	null	0.0475129841303
nippnipsoe	34.0	null	nolesvotes	634.0	null	0.417353614507
acampadacoruña	32.0	null	nonosvamos	758.0	null	0.47272017281
democraciareal	32.0	null	nolesvotes	634.0	null	0.3889104141
democraciareal	32.0	null	nonosvamos	758.0	null	0.0334543367898
acampadasevilla	36.0	null	nolesvotes	634.0	null	0.422934856482
acampadasevilla	36.0	null	nonosvamos	758.0	null	0.304393472137
spain	6.0	null	nolesvotes	634.0	null	0.0396557750461
15mani	38.0	null	yeswecamp	164.0	null	0.116856640867
15mani	38.0	null	nolesvotes	634.0	null	0.328324069108
15mani	38.0	null	nonosvamos	758.0	null	0.356260655345
yeswecamp	164.0	null	nolesvotes	634.0	null	2.02641366257
yeswecamp	164.0	null	nonosvamos	758.0	null	2.24845630552
yeswecamp	164.0	null	15m	124.0	null	0.386833888118
nolesvotes	634.0	null	redefinamonos	8.0	null	0.0846462898731
nolesvotes	634.0	null	noelsvotis	6.0	null	0.0396557750461
nolesvotes	634.0	null	yonopago	14.0	null	0.172164438606
nolesvotes	634.0	null	acampadapamplona	14.0	null	0.172164438606
nolesvotes	634.0	null	nonosvamos	758.0	null	9.09022253459
nolesvotes	634.0	null	leysinde	14.0	null	0.172164438606
nolesvotes	634.0	null	acampadavalencia	20.0	null	0.239087288665
nolesvotes	634.0	null	acampadasalamanca	12.0	null	0.148056859057
nolesvotes	634.0	null	15m	124.0	null	1.45799913412
nolesvotes	634.0	null	jovenessinfuturo	10.0	null	0.119543644332
nolesvotes	634.0	null	botalos	14.0	null	0.172164438606
acampacadaciudadrodrigo	4.0	null	nonosvamos	758.0	null	0.00418179209872
acampadaciudadrodrigo	8.0	null	nonosvamos	758.0	null	0.00836358419744
acampadacc	8.0	null	nonosvamos	758.0	null	0.11258287611
yonopago	14.0	null	nonosvamos	758.0	null	0.200101024842
acampadapamplona	14.0	null	nonosvamos	758.0	null	0.200101024842
nonosvamos	758.0	null	acampadagranada	8.0	null	0.11258287611
nonosvamos	758.0	null	leysinde	14.0	null	0.200101024842
nonosvamos	758.0	null	acampadavalencia	20.0	null	0.252208984155
nonosvamos	758.0	null	españaenmarcha	14.0	null	0.200101024842
nonosvamos	758.0	null	acampadasalamanca	12.0	null	0.175993445293
nonosvamos	758.0	null	15m	124.0	null	0.541222042547
nonosvamos	758.0	null	acampadacaceres	8.0	null	0.11258287611
nonosvamos	758.0	null	jovenessinfuturo	10.0	null	0.0781582931161
nonosvamos	758.0	null	botalos	14.0	null	0.200101024842
